0, 0, 2
1, 0.682995, 2
2, 0.682092, 3
3, 1.04737, 4
4, 1.04737, 5
5, 0.949381, 6
6, 1.03938, 6
7, 2.23484, 7
8, 2.79642, 8
9, 3.01571, 9
10, 2.75796, 9
11, 4.65312, 10
12, 4.38486, 10
13, 5.80238, 10
14, 5.14973, 10
15, 5.52907, 10
16, 5.72216, 10
17, 5.13856, 10
18, 5.06843, 10
19, 4.99528, 10
20, 4.92033, 10
21, 4.84421, 10
22, 4.76725, 10
23, 4.68968, 10
24, 4.61165, 10
25, 4.53327, 10
26, 4.45461, 10
27, 4.37575, 10
28, 4.29673, 10
29, 4.21763, 10
30, 4.13854, 10
31, 4.05967, 10
32, 3.9817, 10
33, 3.91045, 10
34, 3.83915, 10
35, 3.76776, 10
36, 3.69633, 10
37, 3.62485, 10
38, 3.55335, 10
39, 3.48181, 10
40, 3.41025, 10
41, 3.33867, 10
42, 3.26707, 10
43, 3.19547, 10
44, 3.12388, 10
45, 3.05233, 10
46, 2.98086, 10
47, 2.90956, 10
48, 2.83889, 10
49, 2.77604, 10
50, 2.71326, 10
51, 2.65047, 10
52, 2.58768, 10
53, 2.52492, 10
54, 2.46219, 10
55, 2.39953, 10
56, 2.33695, 10
57, 2.27447, 10
58, 2.2121, 10
59, 2.14985, 10
60, 2.08775, 10
61, 2.02587, 10
62, 1.96445, 10
63, 1.9046, 10
64, 1.85041, 10
65, 1.79741, 10
66, 1.74349, 10
67, 1.68958, 10
68, 1.63572, 10
69, 1.58193, 10
70, 1.52823, 10
71, 1.47466, 10
72, 1.4213, 10
73, 1.36823, 10
74, 1.31559, 10
75, 1.26354, 10
76, 1.21234, 10
77, 1.1623, 10
78, 1.1138, 10
79, 1.06715, 10
80, 1.02243, 10
81, 0.979215, 10
82, 0.936378, 10
83, 0.892278, 10
84, 0.84534, 10
85, 0.795169, 10
86, 0.749028, 10
87, 0.691608, 10
88, 0.627105, 10
89, 0.586323, 10
90, 0.554566, 10
91, 0.527097, 10
92, 0.501887, 10
93, 0.478674, 10
94, 0.463977, 10
95, 0.450312, 10
96, 0.417649, 10
97, 0.394301, 10
98, 0.377557, 10
99, 0.361153, 10
100, 0.343306, 10
101, 0.325498, 10
102, 0.307746, 10
103, 0.290085, 10
104, 0.272587, 10
105, 0.255429, 10
106, 0.239182, 10
107, 0.230186, 10
108, 0.221191, 10
109, 0.212196, 10
110, 0.203202, 10
111, 0.194208, 10
112, 0.185216, 10
113, 0.176224, 10
114, 0.167233, 10
115, 0.158243, 10
116, 0.149255, 10
117, 0.140269, 10
118, 0.131286, 10
119, 0.122307, 10
120, 0.113333, 10
121, 0.104368, 10
122, 0.0954148, 10
123, 0.0864847, 10
124, 0.0776008, 10
125, 0.0688407, 10
126, 0.0607495, 10
127, 0.0607495, 10
128, 0.0607495, 10
129, 0.0607495, 10
130, 0.0607495, 10
