0, 0, 0
1, 0, 0
2, 0, 0
3, 0.196, 90
4, 0.187346, 90.8749
5, 0.17866, 91.6671
6, 0.571935, 182.395
7, 0.562724, 167.895
8, 0.552213, 156.372
9, 0.539893, 148.204
10, 0.525947, 142.771
11, 0.510855, 139.173
12, 0.495025, 136.735
13, 0.478716, 135.042
14, 0.462092, 133.85
15, 0.445252, 133.014
16, 0.428262, 132.445
17, 0.411169, 132.092
18, 0.394008, 131.925
19, 0.376807, 131.938
20, 0.359597, 132.14
21, 0.342413, 132.569
22, 0.325308, 133.31
23, 0.308385, 134.553
24, 0.291896, 136.773
25, 0.276674, 141.475
26, 0.267933, 123.894
27, 0.407539, 196.335
28, 0.389925, 179.028
29, 0.372304, 161.746
30, 0.35468, 144.485
31, 0.337057, 127.246
32, 0.319436, 124.423
33, 0.301822, 124.421
34, 0.284219, 124.448
35, 0.266633, 124.508
36, 0.249071, 124.608
37, 0.231542, 124.759
38, 0.214061, 124.978
39, 0.19665, 125.294
40, 0.179349, 125.757
41, 0.162231, 126.463
42, 0.145457, 127.622
43, 0.129459, 129.77
44, 0.115548, 134.568
45, 0.537363, 31.6607
46, 0.428713, 228.809
47, 0.412921, 216.327
48, 0.396494, 202.011
49, 0.379752, 186.697
50, 0.36285, 170.741
51, 0.345889, 154.303
52, 0.328957, 154.62
53, 0.312175, 154.45
54, 0.29577, 153.563
55, 0.280327, 151.27
56, 0.267418, 145.433
57, 0.850321, 236.054
58, 0.832546, 236.623
59, 0.814755, 237.149
60, 0.79695, 237.64
61, 0.779134, 238.102
62, 0.761309, 238.54
63, 0.743476, 238.959
64, 0.725637, 239.363
65, 0.707794, 239.755
66, 0.689947, 240.139
67, 0.672098, 240.516
68, 0.654248, 240.891
69, 0.636399, 241.265
70, 0.618551, 241.623
71, 0.600705, 242.007
72, 0.582865, 242.402
73, 0.56503, 242.812
74, 0.547205, 243.243
75, 0.529392, 243.702
76, 0.511595, 244.2
77, 0.493821, 244.75
78, 0.476079, 245.374
79, 0.458384, 246.106
80, 0.440761, 247
81, 0.423261, 248.15
82, 0.405996, 249.814
83, 0.389295, 252.588
84, 0.374421, 258.689
85, 0.683247, 151.5
86, 0.615581, 330.18
87, 0.59997, 316.691
88, 0.583762, 302.25
89, 0.567161, 287.206
90, 0.550289, 271.738
91, 0.533226, 255.979
92, 0.516025, 240.002
93, 0.498719, 223.869
94, 0.481333, 208.984
95, 0.463886, 209.819
96, 0.446391, 210.58
97, 0.428857, 211.279
98, 0.411292, 211.935
99, 0.393704, 212.551
100, 0.376098, 213.14
101, 0.358478, 213.707
102, 0.340849, 214.258
103, 0.323214, 214.803
104, 0.305579, 215.34
105, 0.287947, 215.883
106, 0.270322, 216.435
107, 0.252711, 217.004
108, 0.23512, 217.604
109, 0.217558, 218.24
110, 0.200037, 218.936
111, 0.182575, 219.712
112, 0.1652, 220.61
113, 0.14796, 221.694
114, 0.130941, 223.082
115, 0.114324, 225.015
116, 0.0985427, 228.053
117, 0.0846603, 233.649
118, 0.373371, 126.405
119, 0.295626, 297.363
120, 0.278143, 280.764
121, 0.260665, 264.013
122, 0.243318, 246.946
123, 0.234684, 213.124
124, 0.656472, 160.561
125, 0.644775, 273.128
126, 0.633953, 277.582
127, 0.619582, 269.912
128, 0.603757, 258.116
129, 0.587279, 261.748
130, 0.57045, 264.456
131, 0.553409, 266.612
132, 0.536232, 268.413
133, 0.518964, 269.974
134, 0.501634, 271.367
135, 0.484265, 272.644
136, 0.466874, 273.844
137, 0.449474, 274.996
138, 0.432083, 276.133
139, 0.414717, 277.284
140, 0.397401, 278.488
141, 0.380171, 279.797
142, 0.363088, 281.3
143, 0.346271, 283.159
144, 0.329988, 285.727
145, 0.314941, 289.91
146, 0.302633, 298.066
147, 0.695084, 191.173
148, 0.565883, 353.3
149, 0.5539, 318.936
150, 0.538942, 294.118
151, 0.522803, 272.596
152, 0.506104, 252.566
153, 0.489093, 233.35
154, 0.471888, 231.823
155, 0.454554, 230.627
156, 0.43713, 229.663
157, 0.41964, 228.87
158, 0.402102, 228.206
159, 0.384527, 227.643
160, 0.366926, 227.162
161, 0.349304, 226.749
162, 0.331669, 226.393
163, 0.314024, 226.088
164, 0.296376, 225.829
165, 0.278728, 225.614
166, 0.261087, 225.443
167, 0.243458, 225.32
168, 0.225849, 225.252
169, 0.208271, 225.253
170, 0.190741, 225.348
171, 0.173287, 225.587
172, 0.155963, 226.066
173, 0.138895, 227.016
174, 0.122466, 229.106
175, 0.108338, 230.216
176, 0.73567, 161.496
177, 0.651589, 300.972
178, 0.636571, 278.74
179, 0.621058, 257.181
180, 0.605507, 235.484
181, 0.590767, 212.136
182, 0.58261, 193.655
183, 0.757311, 248.691
184, 0.753811, 248.017
185, 0.736786, 230.788
186, 0.71966, 213.61
187, 0.702455, 213.659
188, 0.685187, 213.741
189, 0.667867, 213.852
190, 0.650506, 213.988
191, 0.633113, 214.148
192, 0.615695, 214.334
193, 0.59826, 214.545
194, 0.580813, 214.785
195, 0.563361, 215.056
196, 0.545912, 215.364
197, 0.528473, 215.718
198, 0.511055, 216.127
199, 0.493671, 216.608
200, 0.47634, 217.187
201, 0.459093, 217.901
202, 0.441977, 218.819
203, 0.425087, 220.064
204, 0.408614, 221.893
205, 0.393029, 224.916
206, 0.379473, 230.715
207, 1.03442, 123.362
208, 0.928205, 325.143
209, 0.912161, 312.673
210, 0.895466, 298.455
211, 0.878422, 283.322
212, 0.861168, 267.645
213, 0.843776, 251.614
214, 0.826288, 245.861
215, 0.80873, 246.598
216, 0.791121, 247.203
217, 0.773473, 247.706
218, 0.755793, 248.128
219, 0.738089, 248.484
220, 0.720366, 248.786
221, 0.702627, 249.042
222, 0.684876, 249.259
223, 0.667116, 249.441
224, 0.649348, 249.592
225, 0.631575, 249.715
226, 0.613799, 249.812
227, 0.596022, 249.884
228, 0.578246, 249.931
229, 0.560472, 249.953
230, 0.542704, 249.949
231, 0.524945, 249.916
232, 0.507198, 249.851
233, 0.489468, 249.748
234, 0.471762, 249.599
235, 0.454091, 249.391
236, 0.436469, 249.102
237, 0.418923, 248.697
238, 0.401503, 248.109
239, 0.384312, 247.202
240, 0.367609, 245.645
241, 0.352223, 242.438
242, 0.343283, 225.398
243, 0.716378, 255.999
244, 0.712352, 319.452
245, 0.699799, 318.038
246, 0.684549, 325.396
247, 0.668227, 329.774
248, 0.651389, 332.77
249, 0.63426, 335.002
250, 0.61695, 336.763
251, 0.599518, 338.21
252, 0.582001, 339.438
253, 0.564423, 340.506
254, 0.546798, 341.456
255, 0.529137, 342.314
256, 0.51145, 343.103
257, 0.493741, 343.838
258, 0.476016, 344.531
259, 0.45828, 345.195
260, 0.440535, 345.836
261, 0.422786, 346.464
262, 0.405034, 347.087
263, 0.387285, 347.713
264, 0.369543, 348.354
