0,0
0.0907642,-0.00759855
-0.0884105,-0.00653049
0.183606,-0.00773026
-0.174266,-0.00403392
0.26954,0.00827165
0.355928,0.00675347
0.444921,0.00313809
-0.266424,0.00474505
0.535097,0.00450744
-0.363956,0.00471099
0.627074,0.00525482
-0.444709,0.00184072
0.725218,-0.00433582
0.802458,9.4071e-05
0.906117,-0.00495662
-0.53639,0.0044568
0.991938,-0.00529134
-0.623362,0.00564937
-0.719033,-0.0068333
1.08313,0.00478301
-0.806291,-0.00683149
-0.907348,0.00113798
-0.993843,0.00599347
1.1728,0.00388771
-1.07932,0.00851363
1.26203,0.00372129
-1.17274,-0.00461955
-1.26049,-0.00561236
1.34961,-0.00730417
-1.34931,-0.00492573
1.43902,-0.00728511
-1.43715,0.00650524
1.52892,-0.00602565
-1.52768,0.00555818
1.61534,0.00545799
-1.61659,-0.00559145
1.70937,0.00558833
-1.70924,-0.00503193
1.79857,0.0049542
-1.80066,0.00383723
1.88664,-0.00559223
-1.88873,-0.00529746
1.97916,-0.00422434
-1.97861,-0.00543736
2.06536,-0.00674761
-2.06938,0.00392407
2.15464,0.00615985
-2.15621,0.00467012
2.24451,0.00496623
-2.24792,0.00415017
2.33454,-0.00692367
-2.33838,0.00421347
2.42956,-0.00403828
-2.42612,-0.00573464
2.51614,0.00376427
-2.52001,-0.00364001
2.60398,0.00583172
-2.60553,-0.00478933
2.696,-0.00542812
-2.69689,-0.0048201
2.78751,-0.0039885
-2.79062,0.0031788
2.87564,0.00502792
-2.87411,-0.00521137
2.96625,0.00466241
-2.96401,-0.00512385
3.05946,0.00329389
-3.05578,0.00514017
3.14944,-0.00341482
-3.14605,0.00415704
3.23755,-0.00408378
-3.2383,0.00394389
3.32953,0.00336039
-3.32941,-0.00334783
3.42,0.00306664
-3.41601,-0.00365213
3.50795,-0.00387288
-3.50919,-0.00353049
3.59865,-0.00338701
-3.59983,0.00306248
-3.68687,-0.00399045
3.68311,-0.0041299
-3.77804,-0.00363244
3.7804,0.00296843
-3.86447,0.00383758
3.86298,0.00505368
-3.95903,-0.00317065
3.95435,0.00443608
-4.0434,-0.00512174
4.04597,0.00354211
-4.13784,0.00347945
4.13627,-0.00341131
-4.22429,0.00374888
4.22676,-0.00398921
-4.31379,0.00450942
4.31785,0.00320739
-4.40445,0.00418719
4.40938,-0.0030785
-4.49409,-0.00444972
